names
i=8,t=26,y2017
i=8,t=27,y2018
i=8,t=28,y2019
i=9,t=1,y1992
i=9,t=2,y1993
i=9,t=3,y1994
i=9,t=4,y1995
i=9,t=5,y1996
i=9,t=6,y1997
i=9,t=7,y1998
i=9,t=8,y1999
i=9,t=9,y2000
i=9,t=10,y2001
i=9,t=11,y2002
i=9,t=12,y2003
i=9,t=13,y2004
i=9,t=14,y2005
i=9,t=15,y2006
i=9,t=16,y2007
i=9,t=17,y2008
i=9,t=18,y2009
i=9,t=19,y2010
i=9,t=20,y2011
i=9,t=21,y2012
i=9,t=22,y2013
i=9,t=23,y2014
i=9,t=24,y2015
i=9,t=25,y2016
i=9,t=26,y2017
i=9,t=27,y2018
i=9,t=28,y2019
i=10,t=1,y1992
i=10,t=2,y1993
i=10,t=3,y1994
i=10,t=4,y1995
i=10,t=5,y1996
i=10,t=6,y1997
i=10,t=7,y1998
i=10,t=8,y1999
i=10,t=9,y2000
i=10,t=10,y2001
i=10,t=11,y2002
i=10,t=12,y2003
i=10,t=13,y2004
i=10,t=14,y2005
i=10,t=15,y2006
i=10,t=16,y2007
i=10,t=17,y2008
i=10,t=18,y2009
i=10,t=19,y2010
i=10,t=20,y2011
i=10,t=21,y2012
i=10,t=22,y2013
i=10,t=23,y2014
i=10,t=24,y2015
i=10,t=25,y2016
i=10,t=26,y2017
i=10,t=27,y2018
i=10,t=28,y2019
i=11,t=1,y1992
i=11,t=2,y1993
i=11,t=3,y1994
i=11,t=4,y1995
i=11,t=5,y1996
i=11,t=6,y1997
i=11,t=7,y1998
i=11,t=8,y1999
i=11,t=9,y2000
i=11,t=10,y2001
i=11,t=11,y2002
i=11,t=12,y2003
i=11,t=13,y2004
i=11,t=14,y2005
i=11,t=15,y2006
i=11,t=16,y2007
i=11,t=17,y2008
i=11,t=18,y2009
i=11,t=19,y2010
i=11,t=20,y2011
i=11,t=21,y2012
i=11,t=22,y2013
i=11,t=23,y2014
i=11,t=24,y2015
i=11,t=25,y2016
i=11,t=26,y2017
i=11,t=27,y2018
i=11,t=28,y2019
