ect_x,tech,reporter,year,ect_m
-10.9480364791814,RES,Portugal,2015,15.996186924656
-10.9138321927513,RES,Portugal,2013,16.0140418509772
-10.9118547928699,RES,Portugal,2012,16.0567970502626
-10.8075434906317,RES,Portugal,2014,16.0713830511958
-8.62302143513238,LOW,Greece,2019,25.3577743687639
-8.59460911673786,LOW,Greece,2017,25.4748400122816
-8.57831629423313,LOW,Greece,2016,25.3371082818737
-8.56554063154103,LOW,Greece,2018,25.4838174125951
-8.33339580764815,LOW,Greece,2015,25.5932056815465
-8.17852693480113,LOW,Greece,2014,25.6853546211754
-8.0014639146416,LOW,Greece,2002,24.7153906019717
-7.98232631641025,LOW,Greece,2013,25.9721834081407
-7.98183379533052,LOW,Greece,2008,25.1678303737307
-7.91710788575394,LOW,Greece,2007,25.0913050787497
-7.89883940073983,MED,Portugal,1994,13.7360319185096
-7.89494784387772,LOW,Greece,2011,25.6241318385009
-7.88935756422578,LOW,Greece,2001,24.9170225372711
-7.87543118590993,LOW,Greece,2003,24.9016659921249
-7.86474365874976,MED,Portugal,1995,13.7067648782812
-7.86340274976679,LOW,Greece,2009,25.4519747322353
-7.84382436689406,LOW,Greece,2005,24.8903688939991
-7.84057176481018,LOW,Greece,2010,25.5677761347278
-7.82321686500846,MED,Portugal,1993,13.9347787253358
-7.78815306578493,LOW,Greece,2006,25.2822146027391
-7.78651305301418,LOW,Greece,2012,26.045936102944
-7.7557275178293,LOW,Greece,2004,24.9565227785102
-7.74495849072768,HIGH,Netherlands,1993,-1.83551363388934
-7.67071606893425,MED,Portugal,2017,13.7602305628274
-7.66260369071191,MED,Portugal,2010,13.7201008413759
-7.64849013721309,MED,Portugal,2009,13.7699064517335
-7.63041426787215,MED,Portugal,2008,13.7446683312675
-7.63008759911835,MED,Portugal,2018,13.8001666048493
-7.6107354596775,MED,Portugal,2016,13.7486637361025
-7.60880293076391,LOW,Greece,2000,25.2216624178343
-7.60304083926928,MED,Portugal,2006,13.7963370123283
-7.59965232610439,MED,Portugal,2011,13.784851058848
-7.59836368312707,MED,Portugal,2007,13.7816268394214
-7.58826658454666,MED,Portugal,1996,13.828513166116
-7.57989347520924,MED,Portugal,2015,13.7363965179374
-7.56056474919677,LOW,Greece,1995,24.6756553068733
-7.55351694844257,MED,Portugal,2005,13.7112292317015
-7.527594576401,MED,Portugal,2012,13.7001529791235
-7.52567034337634,MED,Portugal,2014,13.688045911589
-7.51988656241036,HIGH,Netherlands,1995,-1.85306295217789
-7.51801730199382,HIGH,Netherlands,1994,-1.89247430295032
-7.5160875975541,MED,Portugal,2013,13.5948187383126
-7.50635292642832,LOW,Greece,1999,25.2299769154309
-7.50151726111301,MED,Portugal,2002,13.7484951083557
-7.50043888146067,MED,Portugal,2004,13.7182527308055
-7.49686244064175,LOW,Greece,1993,24.2177142131963
-7.48614245028973,MED,Portugal,2003,13.6986726567991
-7.48536714885384,LOW,Greece,1996,24.9892269330244
-7.48078600138682,LOW,Greece,1997,25.1056898582306
-7.47584427054206,LOW,Greece,1994,24.4775700219794
-7.46228750195722,MED,Portugal,2019,13.8908923710449
-7.46046055350035,MED,Portugal,2001,13.7931999902251
-7.43713592817853,HIGH,Netherlands,2009,-1.93388467589027
-7.42406555595668,MED,Portugal,1997,13.8987168593012
-7.422029147984,MED,Portugal,2000,13.8185860546728
-7.41409773274483,HIGH,Netherlands,1996,-1.79191508084421
-7.39943912017287,HIGH,Netherlands,2003,-1.89030592935269
-7.39932239512288,MED,Portugal,1999,13.8318888174044
-7.39570183719933,MED,Portugal,1998,13.854444604161
-7.37892594595997,HIGH,Netherlands,1997,-1.77449104817996
-7.37659594978222,HIGH,Netherlands,2019,-1.81123031874953
-7.36682238458748,HIGH,Netherlands,2017,-1.76589428959786
-7.35253063192695,LOW,Greece,1998,25.3275341360248
-7.34436984219385,HIGH,Netherlands,2010,-1.98768916522772
-7.33262945575244,HIGH,Netherlands,2018,-1.77674135762647
-7.312112989515,HIGH,Netherlands,2016,-1.69230433451401
-7.28156474588255,HIGH,Netherlands,2002,-1.66000302095636
-7.28115012610488,HIGH,Netherlands,1999,-1.63351255779616
-7.28041508479576,HIGH,Netherlands,2004,-1.75088397724439
-7.2799207854513,HIGH,Netherlands,2008,-1.71568207789111
-7.25282025724211,HIGH,Netherlands,2000,-1.59387231352155
-7.23472129502563,HIGH,Netherlands,2007,-1.62958360201569
-7.23240117484615,HIGH,Netherlands,2015,-1.7168273134429
-7.22811835639141,HIGH,Netherlands,2011,-1.78204063671908
-7.22691243279937,HIGH,Netherlands,2014,-1.70684943907561
-7.21784073509631,HIGH,Netherlands,2005,-1.63319685079667
-7.21343224909431,HIGH,Netherlands,2012,-1.7945717863859
-7.21009355786961,HIGH,Netherlands,2006,-1.63426944387783
-7.17027820543857,HIGH,Netherlands,2013,-1.70372505787022
-7.1234974904446,HIGH,Netherlands,1998,-1.50577751396274
